-0.000000,2.474874,-9.192388,-7.071068,-9.899495,4.242641,36.415999,-6.363961,-8.485281,31.819805,13.435029,2.121320,24.041631,13.081475,-35.001786,33.587572,-1.414214,10.253048,3.181981,23.334524,20.152543,-6.717514,-0.353553,-16.617009,20.152543,23.334524,17.324116,-44.194174,6.010408,4.596194,10.960155,24.395184,25.102291,-18.031223,10.606602,6.363961,-12.020815,-14.142136,9.899495,8.838835,-0.353553,-25.455844,13.435029,0.707107,-2.121320,-20.506097,23.688077,-7.071068,14.142136,11.313708,-8.131728,6.717514,19.798990,1.060660,12.727922,38.890873,-12.727922,21.213203,-4.242641,-7.424621,-14.142136,-7.424621,0.707107,14.495689,-6.363961,14.142136,-13.788582,-6.363961,4.242641,8.838835,-12.374369,-7.778175,-19.445436,-13.081475,45.254834,-50.911688,2.474874,4.949747,1.060660,-19.091883,-4.596194,-3.181981,-3.889087,-33.941125,3.181981,-3.535534,-30.405592,11.667262,10.606602,-1.060660,2.121320,10.960155,13.435029,15.202796,-10.253048,-18.738330,7.424621,22.273864,9.899495,-13.081475,
-88.741901,-131.875415,-122.683027,-99.348503,-101.823376,-94.752309,-101.116270,-131.875415,-131.168308,-117.379726,-106.066017,-113.490638,-102.884037,-104.298250,-95.459415,-111.722871,-115.965512,-120.561706,-113.490638,-132.936075,-115.965512,-105.712464,-113.137085,-118.086832,-104.651804,-120.915260,-97.580736,-112.783532,-118.793939,-117.026172,-117.026172,-86.267027,-103.944697,-109.247998,-118.440386,-113.490638,-106.066017,-103.237590,-127.632774,-111.015765,-104.651804,-99.702056,-116.672619,-96.520076,-119.854599,-111.722871,-122.329473,-104.651804,-123.036580,-110.662211,-130.814755,-107.833784,-125.511454,-112.076425,-113.137085,-96.520076,-106.419571,-120.208153,-91.570328,-107.126677,-126.572114,-97.227182,-102.530483,-108.540891,-129.046988,-121.975920,-107.126677,-124.097240,-98.994949,-100.762716,-97.580736,-103.944697,-105.358910,-113.490638,-114.904852,-114.197745,-109.955104,-99.348503,-123.036580,-115.258405,-95.459415,-96.520076,-100.409163,-127.632774,-115.258405,-126.572114,-113.137085,-100.055610,-109.955104,-102.884037,-124.804347,-124.450793,-101.116270,-105.712464,-103.237590,-118.086832,-92.277435,-90.863221,-113.490638,-117.379726,
-138.946483,-155.209938,-147.431764,-122.683027,-141.774910,-139.300036,-133.996735,-147.785317,-147.785317,-139.300036,-132.228968,-148.138871,-135.764502,-128.693434,-138.239376,-136.471609,-144.249783,-146.371104,-142.835570,-141.421356,-144.249783,-132.228968,-142.835570,-133.289628,-143.189123,-146.371104,-148.492424,-136.118055,-138.946483,-139.653589,-141.067803,-133.996735,-147.785317,-142.482016,-146.371104,-136.471609,-128.339881,-138.592929,-144.249783,-133.996735,-134.703842,-140.007143,-135.764502,-129.754094,-126.218560,-143.542677,-140.360696,-137.885822,-133.996735,-129.400541,-151.320851,-146.724657,-148.492424,-135.410949,-146.017550,-135.764502,-124.804347,-143.542677,-125.157900,-141.774910,-157.331259,-129.400541,-130.461201,-137.178716,-145.663997,-142.482016,-127.632774,-147.078210,-139.653589,-131.521861,-135.057395,-153.088618,-127.986327,-124.450793,-135.057395,-121.268813,-140.360696,-130.461201,-133.996735,-143.896230,-137.532269,-125.865007,-127.279221,-136.118055,-127.986327,-150.260191,-129.046988,-133.996735,-132.228968,-124.450793,-131.168308,-152.381511,-143.542677,-138.946483,-150.260191,-141.421356,-110.662211,-119.147493,-138.592929,-134.350288,
-148.492424,-164.048773,-166.170094,-141.067803,-150.260191,-153.795725,-144.249783,-160.513239,-156.624152,-150.967298,-147.785317,-152.027958,-150.613744,-141.421356,-158.391919,-144.956890,-146.017550,-160.513239,-153.442172,-152.381511,-152.027958,-152.027958,-152.735065,-154.856385,-162.281006,-158.038366,-159.452579,-140.007143,-157.331259,-150.613744,-150.967298,-156.624152,-155.917045,-152.027958,-157.684812,-148.845977,-138.592929,-149.553084,-155.917045,-142.128463,-145.663997,-146.371104,-156.270599,-154.149278,-150.613744,-154.856385,-162.634560,-139.300036,-154.502832,-146.724657,-154.149278,-158.391919,-161.220346,-146.371104,-154.502832,-142.835570,-146.017550,-151.320851,-130.107648,-158.745472,-157.331259,-147.785317,-149.906638,-143.896230,-159.452579,-154.502832,-154.856385,-151.320851,-163.341666,-146.724657,-143.189123,-161.927453,-147.078210,-140.007143,-146.724657,-136.118055,-164.755880,-168.291414,-147.078210,-154.856385,-152.381511,-152.735065,-143.542677,-141.421356,-138.946483,-150.613744,-153.795725,-149.906638,-152.381511,-141.774910,-146.017550,-158.745472,-159.099026,-155.563492,-160.159686,-153.795725,-122.329473,-140.360696,-155.563492,-140.007143,
-154.149278,-166.877200,-170.766288,-152.027958,-154.856385,-158.038366,-151.320851,-165.816540,-160.513239,-165.109433,-156.270599,-154.149278,-152.735065,-150.260191,-160.866793,-147.431764,-153.442172,-165.462987,-161.573900,-162.988113,-154.149278,-161.220346,-163.341666,-161.220346,-166.523647,-161.927453,-163.695220,-141.774910,-160.513239,-154.856385,-152.735065,-162.988113,-164.755880,-150.967298,-161.573900,-150.260191,-141.774910,-158.745472,-160.159686,-142.835570,-151.320851,-159.452579,-156.624152,-157.331259,-159.452579,-155.917045,-167.937861,-152.027958,-158.745472,-155.563492,-156.624152,-171.826948,-167.230754,-147.078210,-170.059181,-157.684812,-152.381511,-159.099026,-147.785317,-162.988113,-162.988113,-159.099026,-157.331259,-153.088618,-163.695220,-155.917045,-169.352074,-160.866793,-166.170094,-155.209938,-156.270599,-163.695220,-146.724657,-157.331259,-158.038366,-140.714249,-168.998521,-169.352074,-152.381511,-162.988113,-160.159686,-160.159686,-154.502832,-145.310444,-143.542677,-150.967298,-156.270599,-158.391919,-156.270599,-156.624152,-156.624152,-161.573900,-164.755880,-161.927453,-164.755880,-158.745472,-132.228968,-153.088618,-171.119841,-147.785317,
-156.624152,-170.412734,-172.180501,-156.977705,-162.988113,-164.048773,-157.684812,-168.998521,-164.402327,-169.705627,-166.170094,-164.048773,-156.624152,-151.674405,-163.341666,-152.381511,-155.563492,-170.412734,-161.927453,-168.291414,-160.513239,-172.180501,-165.816540,-164.402327,-173.241161,-165.109433,-170.059181,-155.209938,-167.230754,-158.038366,-157.684812,-172.180501,-164.402327,-152.381511,-169.705627,-165.109433,-157.684812,-162.988113,-161.573900,-149.906638,-153.795725,-168.291414,-156.624152,-164.048773,-167.584307,-155.917045,-167.937861,-152.027958,-171.119841,-165.462987,-157.331259,-173.241161,-167.584307,-152.381511,-172.887608,-161.927453,-153.795725,-160.159686,-155.917045,-168.998521,-164.755880,-160.513239,-162.634560,-160.513239,-170.059181,-163.341666,-170.059181,-164.402327,-170.059181,-159.806133,-167.230754,-168.644967,-154.856385,-167.584307,-166.877200,-155.209938,-174.655375,-170.766288,-156.624152,-168.998521,-164.048773,-163.341666,-163.695220,-156.977705,-154.149278,-156.624152,-156.624152,-168.998521,-162.988113,-162.988113,-160.866793,-164.755880,-167.584307,-169.352074,-175.008928,-160.866793,-140.360696,-162.281006,-172.180501,-149.906638,
-158.038366,-170.059181,-174.301822,-167.230754,-164.048773,-166.170094,-158.391919,-171.826948,-164.755880,-174.301822,-167.230754,-166.170094,-159.452579,-157.331259,-164.402327,-154.502832,-160.159686,-171.826948,-165.109433,-169.705627,-163.695220,-173.594715,-167.230754,-164.755880,-178.898016,-165.462987,-170.412734,-156.624152,-167.230754,-161.927453,-163.341666,-176.069589,-166.523647,-158.745472,-169.705627,-168.291414,-162.988113,-168.998521,-161.573900,-151.320851,-155.209938,-168.644967,-156.624152,-168.644967,-168.291414,-155.917045,-167.937861,-157.684812,-171.826948,-168.998521,-157.331259,-172.887608,-167.584307,-156.270599,-181.372889,-164.048773,-154.856385,-163.341666,-161.927453,-171.473394,-167.230754,-167.937861,-164.402327,-161.927453,-172.180501,-168.998521,-173.594715,-166.877200,-170.412734,-162.281006,-167.230754,-171.119841,-159.806133,-170.766288,-175.008928,-160.866793,-173.948268,-171.826948,-157.331259,-170.412734,-166.523647,-166.877200,-166.170094,-156.977705,-157.331259,-156.624152,-163.341666,-179.605122,-165.109433,-172.180501,-163.695220,-165.109433,-168.291414,-170.766288,-177.130249,-169.352074,-154.502832,-169.705627,-172.180501,-150.613744,
-158.038366,-170.412734,-174.655375,-167.584307,-164.402327,-165.816540,-163.341666,-174.301822,-164.755880,-177.130249,-167.230754,-170.766288,-160.159686,-159.806133,-166.170094,-156.977705,-160.513239,-172.180501,-169.352074,-170.059181,-163.695220,-173.594715,-167.937861,-164.755880,-179.251569,-165.462987,-172.887608,-162.634560,-168.644967,-167.584307,-164.402327,-176.423142,-168.644967,-161.220346,-170.059181,-168.291414,-164.755880,-176.776695,-166.170094,-155.563492,-162.988113,-171.473394,-159.806133,-170.766288,-168.291414,-157.331259,-167.937861,-162.988113,-173.241161,-170.766288,-157.331259,-174.301822,-168.644967,-156.270599,-183.847763,-165.462987,-154.856385,-163.341666,-161.927453,-173.241161,-167.230754,-170.412734,-167.584307,-162.988113,-172.180501,-168.998521,-176.069589,-166.523647,-172.887608,-162.281006,-170.766288,-172.534055,-160.513239,-172.180501,-176.776695,-166.877200,-174.655375,-171.826948,-158.391919,-172.887608,-166.523647,-170.412734,-167.230754,-156.977705,-157.331259,-157.684812,-175.008928,-179.958676,-166.170094,-175.008928,-164.402327,-167.230754,-168.291414,-170.766288,-180.665783,-171.826948,-162.634560,-171.826948,-174.301822,-154.856385,
-158.038366,-170.059181,-176.423142,-166.877200,-164.402327,-166.170094,-167.230754,-174.301822,-165.109433,-177.483802,-167.584307,-172.887608,-160.159686,-159.806133,-169.352074,-156.977705,-164.755880,-172.180501,-171.473394,-171.826948,-164.755880,-175.362482,-169.705627,-164.755880,-179.958676,-165.462987,-175.008928,-164.755880,-168.644967,-168.644967,-164.402327,-177.130249,-168.998521,-166.877200,-170.059181,-168.291414,-165.816540,-178.544462,-168.291414,-156.270599,-163.695220,-171.119841,-164.402327,-171.119841,-168.291414,-157.331259,-167.937861,-163.341666,-173.241161,-174.301822,-157.331259,-174.301822,-168.998521,-156.270599,-184.908423,-165.816540,-156.624152,-167.230754,-162.988113,-174.301822,-170.059181,-177.130249,-167.584307,-162.988113,-172.180501,-170.059181,-181.019336,-168.644967,-173.241161,-162.988113,-172.180501,-172.534055,-160.866793,-172.887608,-176.776695,-167.230754,-174.655375,-171.826948,-159.806133,-176.776695,-166.523647,-170.412734,-170.059181,-158.038366,-157.331259,-161.220346,-175.362482,-180.665783,-166.877200,-177.483802,-167.230754,-168.644967,-168.291414,-171.119841,-181.019336,-172.180501,-165.109433,-176.423142,-175.008928,-158.745472,
-158.038366,-170.412734,-176.776695,-167.230754,-164.048773,-166.170094,-168.291414,-175.716035,-166.523647,-177.483802,-167.584307,-174.301822,-160.159686,-164.048773,-170.412734,-156.977705,-166.877200,-173.948268,-174.301822,-171.826948,-166.170094,-177.483802,-170.766288,-167.584307,-181.019336,-165.816540,-175.362482,-165.816540,-168.644967,-168.998521,-164.402327,-177.483802,-168.998521,-168.644967,-170.059181,-168.291414,-165.816540,-178.544462,-168.291414,-158.391919,-164.048773,-170.766288,-164.755880,-175.008928,-168.291414,-157.331259,-167.937861,-164.402327,-173.594715,-174.301822,-157.331259,-174.301822,-169.352074,-160.866793,-184.908423,-165.816540,-157.684812,-167.230754,-163.341666,-174.655375,-170.059181,-177.837355,-168.291414,-163.341666,-172.180501,-170.412734,-181.019336,-168.998521,-173.948268,-162.988113,-174.655375,-172.180501,-163.341666,-172.534055,-180.312229,-169.705627,-174.655375,-171.826948,-161.573900,-177.130249,-166.523647,-170.412734,-171.473394,-159.452579,-157.331259,-161.220346,-176.776695,-181.726443,-166.877200,-177.130249,-167.230754,-168.644967,-167.937861,-171.473394,-181.726443,-172.180501,-165.462987,-177.483802,-175.008928,-166.877200,
