-6.363961,-8.485281,-7.071068,-6.010408,-1.060660,7.071068,12.727922,12.727922,-14.849242,0.707107,-7.071068,-3.535534,
-87.681241,-86.267027,-76.013979,-91.923882,-106.066017,-75.660426,-90.156115,-88.034794,-117.733279,-75.660426,-68.942911,-96.520076,
-127.986327,-123.390133,-141.067803,-120.561706,-119.501046,-117.026172,-111.369318,-114.551299,-135.764502,-140.007143,-122.683027,-105.712464,
-131.168308,-146.017550,-136.471609,-146.371104,-144.603337,-126.925667,-121.268813,-140.714249,-155.917045,-158.745472,-129.754094,-133.643182,
-143.896230,-161.927453,-159.452579,-147.431764,-158.038366,-136.825162,-134.350288,-150.613744,-162.988113,-162.634560,-143.896230,-142.128463,
-152.381511,-167.230754,-167.584307,-160.866793,-159.099026,-139.300036,-146.017550,-160.159686,-166.877200,-166.170094,-156.624152,-149.906638,
-176.069589,-152.381511,-165.816540,-171.826948,-149.906638,-160.513239,-161.927453,-150.260191,-167.230754,-168.291414,-154.502832,-160.159686,
-153.442172,-179.605122,-172.180501,-167.584307,-161.220346,-152.381511,-154.149278,-165.816540,-170.059181,-168.644967,-161.927453,-154.502832,
-179.958676,-153.442172,-170.059181,-172.534055,-154.502832,-161.220346,-168.998521,-157.684812,-171.826948,-170.059181,-157.684812,-161.927453,
-153.442172,-181.726443,-172.887608,-172.180501,-156.270599,-160.513239,-170.059181,-161.573900,-170.059181,-172.180501,-165.109433,-164.402327,
-157.684812,-182.079996,-172.887608,-173.594715,-161.220346,-156.624152,-162.988113,-171.119841,-170.059181,-172.180501,-165.109433,-164.402327,
-181.726443,-182.079996,-181.726443,-176.776695,-182.079996,-182.079996,-182.079996,-180.665783,-181.019336,-179.958676,-178.898016,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-181.726443,-182.079996,-179.958676,-181.019336,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-181.726443,-182.079996,-179.958676,-181.372889,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-181.726443,-182.079996,-181.726443,-182.079996,-181.726443,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-181.726443,-182.079996,-182.079996,-182.079996,-182.079996,-181.726443,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,-182.079996,
