3.535534,-5.656854,-2.828427,-16.263456,4.949747,1.414214,-6.363961,-2.828427,2.121320,-2.828427,-2.121320,-2.121320,-6.363961,-8.485281,21.213203,-3.535534,0.707107,-9.899495,-0.707107,5.656854,1.414214,-4.242641,10.606602,13.435029,17.677670,-2.121320,-8.485281,12.020815,-0.707107,4.949747,14.142136,0.707107,11.313708,14.142136,0.707107,-2.121320,
-23.334524,-28.284271,-31.112698,-16.263456,-10.606602,-9.899495,-32.526912,-16.970563,-12.020815,-31.819805,-29.698485,-31.819805,-31.819805,-31.819805,-19.091883,-26.162951,-16.970563,-21.213203,-14.849242,-15.556349,-24.041631,-27.577164,-22.627417,-20.506097,-26.870058,-24.041631,-26.870058,-24.041631,-24.041631,-14.142136,-6.363961,-25.455844,-20.506097,-22.627417,-26.162951,-17.677670,
-26.162951,-37.476659,-28.991378,-16.263456,-31.819805,-33.234019,-33.234019,-30.405592,-22.627417,-32.526912,-39.597980,-36.062446,-36.062446,-42.426407,-25.455844,-33.941125,-26.870058,-30.405592,-23.334524,-33.941125,-28.284271,-37.476659,-23.334524,-33.941125,-25.455844,-28.284271,-32.526912,-36.769553,-31.112698,-24.748737,-38.183766,-28.991378,-19.798990,-28.284271,-38.890873,-26.162951,
-31.112698,-37.476659,-36.769553,-16.263456,-38.183766,-34.648232,-36.062446,-41.719300,-27.577164,-32.526912,-40.305087,-38.183766,-43.133514,-42.426407,-32.526912,-33.941125,-33.941125,-34.648232,-36.769553,-37.476659,-33.234019,-38.890873,-39.597980,-36.062446,-35.355339,-31.819805,-33.234019,-38.890873,-36.062446,-35.355339,-43.840620,-30.405592,-27.577164,-34.648232,-43.133514,-31.112698,
-37.476659,-41.012193,-40.305087,-16.263456,-38.183766,-41.012193,-33.941125,-41.719300,-33.234019,-34.648232,-40.305087,-36.769553,-40.305087,-43.133514,-43.133514,-38.183766,-35.355339,-41.719300,-38.890873,-41.719300,-36.062446,-36.769553,-39.597980,-38.183766,-39.597980,-36.062446,-36.769553,-42.426407,-40.305087,-41.719300,-43.133514,-36.769553,-34.648232,-36.062446,-45.254834,-34.648232,
-39.597980,-41.012193,-41.012193,-16.263456,-40.305087,-41.719300,-36.062446,-43.840620,-34.648232,-34.648232,-41.012193,-38.183766,-41.012193,-43.133514,-43.133514,-43.133514,-38.183766,-41.719300,-39.597980,-41.719300,-36.769553,-37.476659,-41.719300,-38.183766,-43.133514,-41.012193,-37.476659,-42.426407,-40.305087,-41.719300,-43.840620,-36.062446,-37.476659,-35.355339,-45.254834,-38.183766,
-38.890873,-40.305087,-41.719300,-16.263456,-41.012193,-41.719300,-37.476659,-43.133514,-39.597980,-40.305087,-39.597980,-38.183766,-42.426407,-43.133514,-43.133514,-43.133514,-38.183766,-41.719300,-41.719300,-41.719300,-37.476659,-42.426407,-42.426407,-38.183766,-43.840620,-41.012193,-37.476659,-42.426407,-41.012193,-41.719300,-43.840620,-36.769553,-38.183766,-36.062446,-45.254834,-38.890873,
-40.305087,-41.012193,-42.426407,-16.263456,-42.426407,-41.012193,-37.476659,-43.133514,-39.597980,-41.012193,-38.890873,-38.890873,-42.426407,-42.426407,-43.133514,-43.840620,-41.012193,-42.426407,-42.426407,-42.426407,-38.183766,-41.719300,-44.547727,-37.476659,-45.254834,-40.305087,-41.012193,-42.426407,-41.012193,-42.426407,-43.840620,-36.769553,-38.890873,-36.769553,-45.254834,-38.890873,
-41.012193,-41.012193,-44.547727,-16.263456,-42.426407,-41.719300,-39.597980,-43.133514,-38.890873,-40.305087,-38.890873,-38.890873,-43.133514,-43.133514,-43.133514,-43.840620,-41.012193,-42.426407,-42.426407,-42.426407,-41.012193,-43.840620,-45.254834,-38.183766,-45.254834,-40.305087,-43.133514,-42.426407,-41.012193,-42.426407,-43.840620,-36.769553,-38.890873,-38.183766,-45.254834,-38.890873,
-41.012193,-39.597980,-45.254834,-16.263456,-42.426407,-41.719300,-41.719300,-43.840620,-42.426407,-41.012193,-43.133514,-40.305087,-43.133514,-43.133514,-43.133514,-43.840620,-44.547727,-42.426407,-43.840620,-42.426407,-41.012193,-43.840620,-45.254834,-38.890873,-45.254834,-41.012193,-43.133514,-42.426407,-41.012193,-42.426407,-43.840620,-36.769553,-38.890873,-38.890873,-45.254834,-38.890873,
-41.012193,-39.597980,-45.254834,-16.263456,-42.426407,-41.719300,-45.254834,-43.840620,-43.133514,-41.012193,-43.133514,-40.305087,-43.133514,-43.133514,-43.133514,-43.840620,-44.547727,-42.426407,-43.840620,-42.426407,-41.012193,-43.840620,-45.254834,-38.890873,-45.254834,-41.012193,-43.133514,-42.426407,-41.012193,-41.719300,-43.840620,-36.769553,-38.890873,-38.890873,-45.254834,-38.890873,
-41.719300,-39.597980,-45.254834,-45.254834,-43.133514,-41.719300,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-43.133514,-44.547727,-43.840620,-44.547727,-44.547727,-43.840620,-42.426407,-45.254834,-43.840620,-45.254834,-43.840620,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,-42.426407,-43.840620,-43.840620,-40.305087,-41.012193,-45.254834,-41.012193,
-42.426407,-44.547727,-45.254834,-45.254834,-43.840620,-41.719300,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-43.133514,-45.254834,-43.840620,-44.547727,-44.547727,-43.840620,-43.133514,-45.254834,-43.840620,-45.254834,-44.547727,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-43.840620,-43.840620,-45.254834,-43.133514,-45.254834,-41.012193,
-42.426407,-45.254834,-45.254834,-45.254834,-43.840620,-41.719300,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-43.133514,-45.254834,-43.840620,-44.547727,-45.254834,-43.840620,-43.133514,-45.254834,-43.840620,-45.254834,-44.547727,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-43.840620,-43.840620,-45.254834,-43.133514,-45.254834,-44.547727,
-42.426407,-45.254834,-45.254834,-45.254834,-43.840620,-41.719300,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-43.133514,-45.254834,-43.840620,-44.547727,-45.254834,-43.840620,-43.133514,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-43.840620,-43.840620,-45.254834,-43.133514,-45.254834,-45.254834,
-42.426407,-45.254834,-45.254834,-45.254834,-43.840620,-41.719300,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-43.133514,-45.254834,-43.840620,-44.547727,-45.254834,-43.840620,-43.133514,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-43.840620,-43.840620,-45.254834,-43.133514,-45.254834,-45.254834,
-42.426407,-45.254834,-45.254834,-45.254834,-43.840620,-41.719300,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-43.133514,-45.254834,-43.840620,-44.547727,-45.254834,-43.840620,-43.133514,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-43.840620,-43.840620,-45.254834,-43.133514,-45.254834,-45.254834,
-42.426407,-45.254834,-45.254834,-45.254834,-43.840620,-41.719300,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-43.133514,-45.254834,-43.840620,-44.547727,-45.254834,-43.840620,-43.133514,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-43.840620,-43.840620,-45.254834,-43.133514,-45.254834,-45.254834,
-42.426407,-45.254834,-45.254834,-45.254834,-43.840620,-41.719300,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-43.133514,-45.254834,-43.840620,-44.547727,-45.254834,-43.840620,-43.133514,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-43.840620,-43.840620,-45.254834,-43.133514,-45.254834,-45.254834,
-42.426407,-45.254834,-45.254834,-45.254834,-43.840620,-41.719300,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-43.133514,-45.254834,-43.840620,-44.547727,-45.254834,-43.840620,-43.133514,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-43.840620,-43.840620,-45.254834,-43.133514,-45.254834,-45.254834,
-42.426407,-45.254834,-45.254834,-45.254834,-43.840620,-41.719300,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-43.133514,-45.254834,-43.840620,-44.547727,-45.254834,-43.840620,-43.133514,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-43.840620,-43.840620,-45.254834,-43.133514,-45.254834,-45.254834,
-44.547727,-45.254834,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,-44.547727,-45.254834,-44.547727,-44.547727,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-44.547727,-43.840620,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,
-44.547727,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,-44.547727,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-44.547727,-43.840620,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,
-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,-44.547727,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,
-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,
-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,
-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,
-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,
-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,
-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,
-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-43.133514,-45.254834,-45.254834,
-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,
-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-45.254834,-43.840620,-45.254834,-45.254834,-44.547727,-45.254834,-45.254834,
